product_id,category,product_name,price,image,image_url,source
278314524,Chuột chơi game,Chuột Gaming Có Dây Dell Alienware AW320M - Hàng Chính Hãng,1190000,278314524.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/8e/c8/55/780c1b4309b31ac42719ca8be7b99dea.jpg,https://tiki.vn/chuot-gaming-co-day-dell-alienware-aw320m-hang-chinh-hang-p278314524.html?spid=278314526
278096523,Chuột chơi game,"Chuột game không dây Lightspeed Logitech G304 - Cảm biến Hero, 12k DPI, nhẹ, 6 nút lập trình, on-board memory, pin 250h - Hàng chính hãng",799000,278096523.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/ae/34/1e/09a2e279a6a9d0ec3e2894b24ddfe70c.jpg,https://tiki.vn/chuot-game-khong-day-lightspeed-logitech-g304-cam-bien-hero-12k-dpi-nhe-6-nut-lap-trinh-on-board-memory-pin-250h-hang-chinh-hang-p278096523.html?spid=270220162
278037112,Chuột chơi game,Chuột Pro Click V2 Vertical Edition | Công Thái Học | Không Dây | 30K DPI | 550 IPS | 5 Chế Độ Kết Nối | Led RGB | Hàng Chính Hãng,3590000,278037112.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/76/fe/59/2660ba1f6476eccfc9cf13ad76d306fd.png,https://tiki.vn/chuot-pro-click-v2-vertical-edition-cong-thai-hoc-khong-day-30k-dpi-550-ips-5-che-do-ket-noi-led-rgb-p278037112.html?spid=278037128
278037104,Chuột chơi game,Chuột Pro Click V2 | Công Thái Học | Không Dây | 30K DPI | 550 IPS | 5 Chế Độ Kết Nối | Led RGB | Hàng Chính Hãng,2990000,278037104.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/16/bf/17/85b917c81fb696549697b1f8e58a0602.png,https://tiki.vn/chuot-pro-click-v2-cong-thai-hoc-khong-day-30k-dpi-550-ips-5-che-do-ket-noi-led-rgb-p278037104.html?spid=278037121
278036279,Chuột chơi game,Chuột Gaming Razer Viper V3 Pro Sentinels Edition | Form Đối Xứng | Polling 8K Hz | DPI 35K | Switch Quang học Gen 3 | Hàng Chính Hãng,5290000,278036279.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/b8/c6/42/82e274825fe4da2c11318f52ebb5efa4.png,https://tiki.vn/chuot-gaming-razer-viper-v3-pro-sentinels-edition-form-doi-xung-polling-8k-hz-dpi-35k-switch-quang-hoc-gen-3-hang-chinh-hang-p278036279.html?spid=278036280
278011165,Chuột chơi game,Chuột Gaming Fuhlen G102s Black - Hàng Chính Hãng,183000,278011165.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/49/90/44/6299321bebdf9a7469804f08dfb855a8.png,https://tiki.vn/chuot-gaming-fuhlen-g102s-black-hang-chinh-hang-p278011165.html?spid=278011166
278011030,Chuột chơi game,Chuột Gaming Fuhlen G70s Pro - Hàng Chính Hãng,303000,278011030.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/54/23/b6/3e11f546a140feea23666121b110d052.png,https://tiki.vn/chuot-gaming-fuhlen-g70s-pro-hang-chinh-hang-p278011030.html?spid=278011032
278010744,Chuột chơi game,Chuột chơi game có dây Fuhlen G60s Pro - Hàng Chính Hãng ,367000,278010744.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/fe/b6/7f/90ffdb13c1c12df1cb6cddd4e04c787a.png,https://tiki.vn/chuot-choi-game-co-day-fuhlen-g60s-pro-hang-chinh-hang-p278010744.html?spid=278010745
277938538,Chuột chơi game,Chuột gaming có dây AULA F805 màu đen - Hàng chính hãng,229000,277938538.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/e1/e0/a0/f227af96a33606fad1c00133f23244ca.PNG,https://tiki.vn/chuot-gaming-co-day-aula-f805-mau-den-hang-chinh-hang-p277938538.html?spid=277938550
277770022,Chuột chơi game,Chuột văn phòng có dây AULA AM104  - Hàng chính hãng,89000,277770022.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/1b/b9/e0/94b72c2e93e46204825fa38c427cdb9c.PNG,https://tiki.vn/chuot-van-phong-co-day-aula-am104-hang-chinh-hang-p277770022.html?spid=277770023
277765575,Chuột chơi game,Chuột quang không dây AULA AM205 - Hàng chính hãng,135000,277765575.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/ac/c1/3b/2131ca3dc025024a52e0fa22fb7f6d47.PNG,https://tiki.vn/chuot-quang-khong-day-aula-am205-hang-chinh-hang-p277765575.html?spid=277765576
